number,incident_state,knowledge,vendor,product,country,summary
INC0028721,Resolved,False,Sapphire,BlueJay,Turkey,"Incident INC0028721, related to the BlueJay product by vendor Sapphire in Turkey, was opened on 12/5/2016 at 10:03 with a medium impact and urgency, and a moderate priority. The incident was resolved the same day at 13:15, meeting the SLA, and was closed on 17/5/2016 at 14:07. The incident state is resolved, and no knowledge article was created."
INC0019526,Closed,False,Ruby,LadyBug,South Africa,"Incident INC0019526, related to the LadyBug product by vendor Ruby in South Africa, was opened on 15/4/2016 and closed on 23/4/2016. It had a medium impact and urgency, with moderate priority. The incident was resolved by 18/4/2016, met the SLA, and is now closed. No knowledge article was created."
INC0007649,New,False,Ruby,Ant,Hungary,"Incident INC0007649, related to the Ruby vendor's Ant product in Hungary, was opened on 16/3/2016 and had a medium impact and urgency, with a moderate priority. The incident was resolved on 21/3/2016 and closed on 26/3/2016. The SLA was met. The incident is currently in a New state and has no associated knowledge articles."
INC0015785,Active,False,Emerald,Turtle,Israel,"Incident INC0015785 was opened on 6/4/2016 at 09:04 with medium impact and urgency, resulting in a moderate priority. The issue involved the Turtle product from vendor Emerald in Israel. The incident met the SLA, was resolved the same day at 16:16, and subsequently closed on 11/4/2016. The ticket remains active and is not linked to any knowledge articles."
INC0012781,Active,False,Ruby,LadyBug,Japan,"Incident INC0012781, related to the LadyBug product by vendor Ruby in Japan, was opened on 30/3/2016 at 06:52 with medium impact and urgency, and moderate priority. The incident was active, met the SLA, resolved the same day at 07:44, and was closed on 4/4/2016 at 07:59. No knowledge article was created."
INC0016813,Resolved,False,Sapphire,Glaucus,Greece,"Incident INC0016813, related to the Sapphire Glaucus product in Greece, was opened on April 8, 2016, at 08:59 with a medium impact and urgency, resulting in a moderate priority. The incident was resolved within the SLA and subsequently closed on April 13, 2016, at 09:59. No knowledge article was created."
INC0011261,Resolved,False,Ruby,LadyBug,Germany,"Incident INC0011261, related to the LadyBug product by Ruby in Germany, was opened on 24/3/2016 with medium impact and urgency, resulting in a moderate priority. The incident was resolved on 28/3/2016 within SLA and subsequently closed on 2/4/2016. Knowledge articles were not created for this incident."
INC0006855,Resolved,False,Sapphire,BlueJay,Romania,"Incident INC0006855, affecting the BlueJay product from vendor Sapphire in Romania, was opened on 14/3/2016 at 15:42 with a medium impact and urgency, and moderate priority. The incident was resolved promptly by 14/3/2016 at 15:50, meeting the SLA, and eventually closed on 23/5/2016 at 11:07. The incident is now resolved, and no knowledge article was created."
INC0009658,New,False,Ruby,Shrimp,Australia,"Incident INC0009658, logged on 21/3/2016, involved the Ruby vendor's Shrimp product in Australia. It had a medium impact and urgency, with a moderate priority. The incident was resolved by 4/4/2016 and closed on 9/4/2016. The service level agreement was met."
INC0019370,Closed,False,Emerald,Croc,Canada,"Incident INC0019370, related to the Emerald Croc product in Canada, was opened on April 14, 2016, at 17:38 with a medium impact and urgency, resulting in a moderate priority. The incident was resolved by April 15, 2016, at 09:36, met the SLA, and was closed on April 20, 2016, at 10:07. The incident state is closed, and no knowledge article was created."
INC0014246,New,False,Emerald,Croc,South Korea,"Incident INC0014246, related to the Croc product by vendor Emerald in South Korea, was opened on 1/4/2016 with medium impact and urgency, and moderate priority. The incident was resolved on 18/4/2016 and closed on 23/4/2016, meeting the SLA. The incident is currently in a New state and no knowledge article was created."
INC0020725,Resolved,False,Emerald,Croc,South Korea,"Incident INC0020725, related to the Emerald vendor's Croc product in South Korea, was opened on 19/4/2016 with a medium impact and urgency, resulting in a moderate priority. The incident was resolved on 26/4/2016, meeting the SLA, and subsequently closed on 1/5/2016."
INC0020191,New,False,Ruby,Ant,Hungary,"Incident INC0020191, related to the Ruby vendor's Ant product in Hungary, was opened on 18/04/2016 at 08:59 with a medium impact and urgency, resulting in a moderate priority. The incident met the SLA, was resolved on 29/04/2016, and closed on 04/05/2016. It remains in a New state with no associated knowledge articles."
INC0002694,New,True,Ruby,Shrimp,Romania,"Incident INC0002694, related to the Ruby Shrimp product in Romania, was opened on April 3, 2016, and had a medium impact and urgency, resulting in a moderate priority. The incident met its SLA, was resolved on March 10, 2016, and closed on March 24, 2016. Knowledge resources were available during the process. The incident is currently in a New state."
INC0007560,Active,False,Sapphire,Peacock,Portugal,"Incident INC0007560, related to the Peacock product by vendor Sapphire in Portugal, was opened on 16 March 2016 and had a medium impact and urgency, leading to a moderate priority. The incident met its SLA, was resolved on 18 August 2016, and closed on 23 August 2016. The case remains active, and no knowledge article has been created."
INC0015601,New,False,Ruby,LadyBug,Vietnam,"Incident INC0015601, related to the Ruby vendor's LadyBug product in Vietnam, was opened on 5/4/2016 and resolved by 6/4/2016, then closed on 11/4/2016. The incident had a medium impact and urgency, resulting in a moderate priority. The service level agreement (SLA) was met, but no knowledge article was created. The current incident state is New."
INC0024610,Awaiting User Info,False,Sapphire,BlueTang,Egypt,"Incident INC0024610, related to the BlueTang product from vendor Sapphire in Egypt, was opened on 2/5/2016 with a medium impact and urgency, resulting in a moderate priority. The incident met its SLA, was resolved on 4/5/2016, and closed on 9/5/2016. Its current state is ""Awaiting User Info"" and no knowledge article was created."
INC0011204,New,False,Sapphire,Glaucus,Germany,"Incident INC0011204, related to the Sapphire product Glaucus in Germany, was opened on 24 March 2016 and closed on 24 April 2016. It had a medium impact and urgency, with a moderate priority. The incident was resolved within the SLA but does not have an associated knowledge article."
INC0012067,Active,False,Emerald,Frog,Philippines,"Incident INC0012067, associated with the Frog product by vendor Emerald in the Philippines, was opened on 28/3/2016 at 14:45 with a medium impact and urgency, resulting in a moderate priority. The incident met the SLA, was resolved on 6/5/2016 at 10:45, and subsequently closed on 11/5/2016 at 11:07. The incident is currently active and no knowledge article was created."
INC0015927,New,False,Emerald,Frog,Ukraine,"Incident INC0015927 was opened on June 4, 2016, regarding the Emerald Frog product in Ukraine. It had a medium impact and urgency, resulting in a moderate priority. The incident was resolved by June 28, 2016, and closed on July 3, 2016, meeting the SLA requirements."
INC0011698,Resolved,False,Sapphire,Glaucus,Vietnam,"Incident INC0011698, related to the Sapphire product Glaucus in Vietnam, was opened on 28/3/2016 and closed on 2/4/2016. It had a medium impact and urgency, with a moderate priority. The incident was resolved within the SLA and is now closed."
INC0027866,Awaiting User Info,False,Sapphire,BlueJay,Chile,"Incident INC0027866, related to the Sapphire BlueJay product in Chile, was opened on 10/5/2016 with medium impact and urgency, and a moderate priority. The incident met its SLA but is currently awaiting user information. It was resolved on 23/6/2016 and closed on 28/6/2016."
INC0018481,Active,False,Emerald,Frog,Turkey,"Incident INC0018481, currently active with medium impact and urgency (priority 3 - moderate), was opened on 13/04/2016 at 09:02. The incident involved the Emerald vendor and Frog product in Turkey. The SLA was met. It was resolved on 02/09/2016 at 09:59 and closed on 07/09/2016 at 10:00. No knowledge base article was created."
INC0026946,Active,False,Sapphire,Peacock,Nigeria,"Incident INC0026946, related to the Sapphire vendor's Peacock product in Nigeria, was opened on 6/5/2016 at 15:17 with a low impact, urgency, and priority. The incident met the SLA, was resolved quickly by 15:23 the same day, and subsequently closed on 11/5/2016 at 16:07. The incident is currently active and knowledge documentation was not created."
INC0028621,Active,False,Ruby,LadyBug,Argentina,"Incident INC0028621, related to the Ruby LadyBug product in Argentina, was opened on 12/5/2016 at 08:08 with a medium impact and urgency, resulting in a moderate priority. The incident met the SLA, was resolved the same day at 15:50, and subsequently closed on 17/5/2016 at 16:07. The incident is currently marked as active and has no associated knowledge article."
INC0007888,Awaiting User Info,False,Sapphire,Peacock,Egypt,"Incident INC0007888, related to the Peacock product by vendor Sapphire in Egypt, was opened on 16/3/2016 with medium impact and urgency, and assigned a moderate priority. The incident met its SLA and was in the ""Awaiting User Info"" state. It was resolved on 22/7/2016 and closed on 27/7/2016. No knowledge article was created."
INC0018019,New,False,Ruby,LadyBug,Morocco,"Incident INC0018019 was opened on April 12, 2016, regarding the LadyBug product by vendor Ruby in Morocco. It had a medium impact and urgency, resulting in a moderate priority. The incident was resolved on April 13 and closed on April 18, meeting the SLA. It is currently in a new state and has no associated knowledge base article."
